YEAR,MO,DY,HR,PS,WS50M,RH2M,PRECTOTCORR,T2M
2015,3,7,18,94.09,6.41,46,0,23.3
2015,3,7,19,94.19,6.75,50.69,0,21.58
2015,3,7,20,94.27,6.52,55.38,0,20.13
2015,3,7,21,94.31,5.75,59.75,0,18.98
2015,3,7,22,94.3,5.18,62.06,0,18.17
2015,3,7,23,94.26,4.93,62.81,0,17.65
2015,3,8,0,94.22,4.94,63.19,0,17.2
2015,3,8,1,94.17,5.09,63.81,0,16.72
2015,3,8,2,94.14,5.2,64.5,0,16.25
2015,3,8,3,94.14,5.2,65.12,0,15.81
2015,3,8,4,94.17,5.12,65.88,0,15.4
2015,3,8,5,94.24,5.02,66.75,0,15.03
2015,3,8,6,94.32,4.97,66.19,0,15.64
2015,3,8,7,94.4,4.16,46.19,0,20.02
2015,3,8,8,94.44,3.72,34.88,0,23.98
2015,3,8,9,94.46,3.3,24,0,28.28
2015,3,8,10,94.41,2.16,21.38,0,30.37
2015,3,8,11,94.31,1.14,19.88,0,31.8
2015,3,8,12,94.17,0.5,18.94,0,32.78
2015,3,8,13,94.06,1.01,18.31,0,33.37
2015,3,8,14,93.97,1.94,18.31,0,33.4
2015,3,8,15,93.93,2.84,18.69,0,32.83
2015,3,8,16,93.95,3.71,20.44,0,31.51
2015,3,8,17,94.01,5.55,35.12,0,27.64
2015,3,8,18,94.09,7.14,46.06,0,23.55
2015,3,8,19,94.19,7.28,52.44,0,21.73
2015,3,8,20,94.27,6.69,60.31,0,20.16
2015,3,8,21,94.31,5.97,66.81,0,18.93
2015,3,8,22,94.31,5.39,70.38,0,18.02
2015,3,8,23,94.28,5.03,71.75,0,17.35
2015,3,9,0,94.23,4.81,72.06,0,16.8
2015,3,9,1,94.18,4.68,72.19,0,16.3
2015,3,9,2,94.16,4.62,72.31,0,15.87
2015,3,9,3,94.16,4.69,72.81,0,15.44
2015,3,9,4,94.19,5.02,73.81,0,15.01
2015,3,9,5,94.27,5.69,74.69,0,14.64
2015,3,9,6,94.36,6.45,70.62,0,15.49
2015,3,9,7,94.45,5.64,54.81,0,19.11
2015,3,9,8,94.52,6.44,40.38,0,23.65
2015,3,9,9,94.55,6.75,29.81,0,27.63
2015,3,9,10,94.51,5.53,26.56,0,29.93
2015,3,9,11,94.42,4.09,24.31,0,31.6
2015,3,9,12,94.3,2.79,22.44,0,32.71
2015,3,9,13,94.2,1.8,21.25,0,33.26
2015,3,9,14,94.13,1.28,20.75,0,33.29
2015,3,9,15,94.09,1.38,20.94,0,32.83
2015,3,9,16,94.1,1.76,22.38,0,31.74
2015,3,9,17,94.15,2.64,42.62,0,28.22
2015,3,9,18,94.22,3.78,50.94,0,24.58
2015,3,9,19,94.3,3.64,55.12,0,23.41
2015,3,9,20,94.37,2.58,61.06,0,22.51
2015,3,9,21,94.42,1.77,63.12,0,22.14
2015,3,9,22,94.43,2.78,64.94,0,21.61
2015,3,9,23,94.4,4.2,70.88,0,20.63
2015,3,10,0,94.35,5.3,74.81,0,20.06
2015,3,10,1,94.3,6.27,77.94,0,19.78
2015,3,10,2,94.27,7.09,80.5,0,19.72
2015,3,10,3,94.25,7.83,82.31,0,19.75
2015,3,10,4,94.28,8.29,83.62,0,19.75
2015,3,10,5,94.34,8.42,85.88,0,19.51
2015,3,10,6,94.42,8.27,86.12,0,19.71
2015,3,10,7,94.49,7.86,74.5,0,22.23
2015,3,10,8,94.54,8.23,57.5,0.09,25.69
2015,3,10,9,94.55,7.77,45.31,0.06,28.38
2015,3,10,10,94.52,6.94,37.81,0.04,30.47
2015,3,10,11,94.44,5.82,33.06,0.03,31.94
2015,3,10,12,94.33,4.74,30.19,0.03,32.82
2015,3,10,13,94.21,3.76,28.69,0.04,33.19
2015,3,10,14,94.12,2.92,28.62,0.06,32.83
2015,3,10,15,94.09,2.48,30.12,0.06,31.8
2015,3,10,16,94.1,2.43,33.5,0.05,30.46
2015,3,10,17,94.14,2.56,49.25,0.03,28.37
2015,3,10,18,94.21,2.78,59.75,0.04,26.47
2015,3,10,19,94.3,2.82,62.62,0.04,25.52
2015,3,10,20,94.38,2.64,67,0.07,24.75
2015,3,10,21,94.43,2.26,68.44,0.06,24.05
2015,3,10,22,94.43,1.81,67.56,0.06,23.63
2015,3,10,23,94.4,1.51,68.56,0.04,23.26
2015,3,11,0,94.33,1.71,69.5,0.03,22.64
2015,3,11,1,94.28,2.47,74.31,0.01,21.59
2015,3,11,2,94.23,3.23,78.56,0.01,20.62
2015,3,11,3,94.21,3.96,80.88,0.01,20.02
2015,3,11,4,94.22,4.55,81.69,0.01,19.64
2015,3,11,5,94.29,4.75,82.31,0.01,19.37
2015,3,11,6,94.37,4.57,80.81,0.01,20.03
2015,3,11,7,94.47,3.89,69.25,0,22.26
2015,3,11,8,94.54,4.15,59.06,0.01,24.06
2015,3,11,9,94.57,5.3,47.19,0.02,26.1
2015,3,11,10,94.52,5.39,40.44,0.03,27.99
2015,3,11,11,94.42,4.87,36.94,0.04,29.26
2015,3,11,12,94.32,4.03,34.88,0.03,30.18
2015,3,11,13,94.23,3.02,33.44,0.03,30.91
2015,3,11,14,94.15,2.15,32.88,0.03,31.23
2015,3,11,15,94.1,1.61,33.38,0.02,30.93
2015,3,11,16,94.11,1.35,35,0.01,30.19
2015,3,11,17,94.15,1.56,49.62,0,28.26
2015,3,11,18,94.2,2.34,56.94,0,26.33
2015,3,11,19,94.27,3.13,59.81,0,25.27
2015,3,11,20,94.34,3.73,62.31,0,24.72
2015,3,11,21,94.38,4.17,63.19,0,24.27
2015,3,11,22,94.38,4.53,63.81,0,23.77
2015,3,11,23,94.36,4.86,64.75,0,23.17
2015,3,12,0,94.31,5.27,65.94,0,22.44
2015,3,12,1,94.26,5.78,67.62,0,21.58
2015,3,12,2,94.22,6.11,69.62,0,20.76
2015,3,12,3,94.22,6.36,71.88,0,19.9
2015,3,12,4,94.24,6.74,73.56,0,19.04
2015,3,12,5,94.31,7.24,73.69,0,18.51
2015,3,12,6,94.38,7.67,69.31,0,19.05
2015,3,12,7,94.46,6.86,57.12,0,21.75
2015,3,12,8,94.51,7.42,41,0,25.99
2015,3,12,9,94.53,7.44,29.44,0,29.61
2015,3,12,10,94.51,6.41,24.94,0,31.69
2015,3,12,11,94.42,5.33,22.56,0,33.05
2015,3,12,12,94.3,4.35,20.94,0,33.9
2015,3,12,13,94.19,3.5,19.94,0,34.29
2015,3,12,14,94.1,2.75,19.31,0,34.27
2015,3,12,15,94.06,2.06,19.25,0,33.78
2015,3,12,16,94.06,1.38,20.19,0,32.74
2015,3,12,17,94.08,0.39,32.56,0,30.31
2015,3,12,18,94.14,1.29,42.69,0,27.18
2015,3,12,19,94.22,1.83,48.62,0,25.48
2015,3,12,20,94.29,1.85,51.5,0,24.51
2015,3,12,21,94.33,1.79,52.5,0,23.87
2015,3,12,22,94.33,1.71,52.19,0,23.36
2015,3,12,23,94.29,1.71,52.5,0,22.79
2015,3,13,0,94.23,1.93,53.94,0,22.06
2015,3,13,1,94.17,2.26,56.75,0.13,21.13
2015,3,13,2,94.13,2.6,60,0.13,20.19
2015,3,13,3,94.11,2.94,63.44,0.13,19.39
2015,3,13,4,94.13,3.46,67.25,0,18.6
2015,3,13,5,94.18,4.42,71.06,0,17.73
2015,3,13,6,94.26,5.67,69.19,0,18.28
2015,3,13,7,94.33,5.5,54.5,0,21.55
2015,3,13,8,94.37,6.73,41.19,0,26.12
2015,3,13,9,94.37,7.83,33.19,0,29.9
2015,3,13,10,94.31,7.19,29.5,0,32.05
2015,3,13,11,94.23,6.13,26.94,0,33.57
2015,3,13,12,94.12,5.3,25.44,0.02,34.54
2015,3,13,13,94.01,4.79,24.69,0.08,35.01
2015,3,13,14,93.91,4.56,24.69,0.07,34.75
2015,3,13,15,93.86,4.17,26.12,0.04,33.6
2015,3,13,16,93.87,3.52,30.38,0.08,31.96
2015,3,13,17,93.93,3.2,48.19,0.11,29.23
2015,3,13,18,94.01,3.29,56.56,0.14,27.39
2015,3,13,19,94.1,3.05,60.62,0.09,26.45
2015,3,13,20,94.16,2.46,64.12,0.04,25.73
2015,3,13,21,94.2,1.69,66.12,0.01,25.19
2015,3,13,22,94.2,0.88,64.81,0.02,24.94
2015,3,13,23,94.17,0.84,60.88,0.03,24.85
2015,3,14,0,94.12,1.29,60,0.04,24.55
2015,3,14,1,94.06,1.64,60.31,0.05,24.14
2015,3,14,2,94.02,2.11,64.06,0.05,23.32
2015,3,14,3,94.01,3.02,69.94,0.02,22.1
2015,3,14,4,94.05,4.43,73.81,0.1,20.86
2015,3,14,5,94.11,5.89,76.62,0.01,19.75
2015,3,14,6,94.2,6.56,75.31,0.03,19.98
2015,3,14,7,94.3,5.71,64.19,0.07,22.6
2015,3,14,8,94.36,6.66,45.62,0,26.92
2015,3,14,9,94.37,6.39,37.62,0,29.37
2015,3,14,10,94.34,6.07,32.75,0,31.07
2015,3,14,11,94.24,5.75,28.75,0,32.46
2015,3,14,12,94.13,5.34,25.75,0.01,33.54
2015,3,14,13,94.01,4.87,24.06,0.02,34.15
2015,3,14,14,93.9,4.86,23.31,0.03,34.3
2015,3,14,15,93.84,5.23,24,0.03,33.67
2015,3,14,16,93.85,5.92,27.94,0.05,31.98
2015,3,14,17,93.93,7.06,39.56,0.12,29.03
2015,3,14,18,94.04,7.39,53.62,0.15,25.84
2015,3,14,19,94.16,6.23,66.12,0.21,23.73
2015,3,14,20,94.26,4.99,76.44,0.17,22.3
2015,3,14,21,94.31,3.97,83.94,0.14,21.27
2015,3,14,22,94.32,3.32,88.81,0.12,20.47
2015,3,14,23,94.29,2.9,91.69,0.15,19.88
2015,3,15,0,94.22,2.56,93.31,0.13,19.44
2015,3,15,1,94.16,2.17,94.06,0.08,19.14
2015,3,15,2,94.12,1.9,94.5,0.05,18.86
2015,3,15,3,94.1,1.7,94.62,0.03,18.58
2015,3,15,4,94.14,1.24,93.56,0.02,18.51
2015,3,15,5,94.2,0.85,92.94,0.01,18.38
2015,3,15,6,94.3,0.62,90.69,0.02,18.76
2015,3,15,7,94.42,1.47,72.19,0.02,21.28
2015,3,15,8,94.49,2.23,54.44,0,24.25
2015,3,15,9,94.48,2.16,44.75,0,26.85
2015,3,15,10,94.4,2.5,39,0,28.99
2015,3,15,11,94.28,3.64,34.88,0,30.77
2015,3,15,12,94.16,4.87,32.5,0,31.83
2015,3,15,13,94.06,5.72,31.62,0,32.15
2015,3,15,14,93.98,6.31,32,0,31.89
2015,3,15,15,93.95,6.82,33.44,0,31.06
2015,3,15,16,93.98,6.92,37.19,0,29.5
2015,3,15,17,94.05,6.79,44.94,0,27.08
2015,3,15,18,94.15,6.97,59.31,0,23.97
2015,3,15,19,94.26,6.39,68.56,0,22.55
2015,3,15,20,94.33,5.48,77.56,0,21.31
2015,3,15,21,94.37,4.98,85.38,0,20.29
2015,3,15,22,94.4,4.97,91.75,0,19.44
2015,3,15,23,94.38,4.57,93.62,0,19.15
2015,3,16,0,94.32,3.98,94.75,0,18.88
2015,3,16,1,94.26,3.71,95.75,0,18.48
2015,3,16,2,94.22,3.42,96.25,0,18.08
2015,3,16,3,94.21,3.15,96.69,0,17.65
2015,3,16,4,94.24,3.01,98.5,0,17.08
2015,3,16,5,94.3,3.01,99.44,0,16.66
2015,3,16,6,94.39,3.04,94.5,0,17.23
2015,3,16,7,94.48,2.96,79.06,0,19.55
2015,3,16,8,94.55,2.42,59.31,0,22.87
2015,3,16,9,94.57,1.36,45.38,0,26.12
2015,3,16,10,94.5,1.76,37.06,0,28.8
2015,3,16,11,94.4,2.54,32.38,0,30.69
2015,3,16,12,94.28,3.32,29.5,0,31.9
2015,3,16,13,94.17,3.99,28,0,32.45
2015,3,16,14,94.11,4.56,27.81,0,32.28
2015,3,16,15,94.08,5.08,28.69,0,31.45
2015,3,16,16,94.12,5.74,31.38,0,29.9
2015,3,16,17,94.2,6.62,38.31,0,27.23
2015,3,16,18,94.27,7.32,50.94,0,23.73
2015,3,16,19,94.35,6.72,58.75,0,22.03
2015,3,16,20,94.42,6.01,66.56,0,20.58
2015,3,16,21,94.45,5.57,71.94,0,19.49
2015,3,16,22,94.46,5.04,75.19,0,18.59
2015,3,16,23,94.41,4.57,76.5,0,17.83
2015,3,17,0,94.35,4.44,76.38,0,17.23
2015,3,17,1,94.29,4.53,75.19,0,16.74
2015,3,17,2,94.26,4.6,73.56,0,16.35
2015,3,17,3,94.25,4.67,71.81,0,15.99
2015,3,17,4,94.27,4.82,70.25,0,15.66
2015,3,17,5,94.33,5.02,69.12,0,15.32
2015,3,17,6,94.41,5.12,62.88,0,16.3
2015,3,17,7,94.48,4.14,47.06,0,19.67
2015,3,17,8,94.54,4.55,33.81,0,24.49
2015,3,17,9,94.54,3.34,27.75,0,28.05
2015,3,17,10,94.46,2.2,26,0,30.51
2015,3,17,11,94.33,1.68,24.62,0,32.34
2015,3,17,12,94.19,1.69,23.12,0,33.61
2015,3,17,13,94.07,2.52,21.62,0,34.37
2015,3,17,14,93.97,3.55,20.75,0,34.47
2015,3,17,15,93.93,4.27,20.56,0,33.83
2015,3,17,16,93.95,5.23,21.69,0,32.35
2015,3,17,17,94,6.72,27.56,0,29.31
2015,3,17,18,94.08,8.11,37.12,0,25.09
2015,3,17,19,94.16,8.04,40.25,0,23.27
2015,3,17,20,94.22,6.95,45.81,0,21.51
2015,3,17,21,94.24,5.96,51.12,0,20.2
2015,3,17,22,94.22,5.31,53.62,0,19.41
2015,3,17,23,94.17,5.04,54.38,0,18.83
2015,3,18,0,94.09,5.1,54.38,0,18.41
2015,3,18,1,94,5.27,54.75,0,18.01
2015,3,18,2,93.95,5.45,56.12,0,17.5
2015,3,18,3,93.95,5.69,57.88,0,17.04
2015,3,18,4,93.98,6.06,59.44,0,16.61
2015,3,18,5,94.05,6.5,60.31,0,16.3
2015,3,18,6,94.14,6.69,55.12,0,17.4
2015,3,18,7,94.21,5.23,42.69,0,20.9
2015,3,18,8,94.26,4.84,29.94,0,25.92
2015,3,18,9,94.28,3.84,23.19,0,30.08
2015,3,18,10,94.23,3.06,22.81,0,32.3
2015,3,18,11,94.12,2.65,22.56,0,33.8
2015,3,18,12,93.98,2.1,22.31,0,34.73
2015,3,18,13,93.85,1.71,22.06,0,35.18
2015,3,18,14,93.75,1.38,21.94,0,35.24
2015,3,18,15,93.69,0.89,22.06,0,34.83
2015,3,18,16,93.71,1.08,23.06,0,33.87
2015,3,18,17,93.76,2.92,33.56,0,30.98
2015,3,18,18,93.84,4.68,41.81,0,27.58
2015,3,18,19,93.95,5.11,42.69,0,26.3
2015,3,18,20,94.06,4.85,46.12,0,24.94
2015,3,18,21,94.12,4.26,50.88,0,23.86
2015,3,18,22,94.14,3.61,55.75,0,23.01
2015,3,18,23,94.09,3.22,58.06,0,22.44
2015,3,19,0,94.03,3.37,59.88,0,21.86
2015,3,19,1,93.96,4.18,62.06,0,21.25
2015,3,19,2,93.92,5.03,63.44,0,20.73
2015,3,19,3,93.9,5.74,65.44,0,20.05
2015,3,19,4,93.93,6.43,66.5,0,19.56
2015,3,19,5,94.01,6.98,66.75,0,19.22
2015,3,19,6,94.11,7.02,63.06,0,19.76
2015,3,19,7,94.2,6.03,52.25,0,22.42
2015,3,19,8,94.28,8.21,35.25,0,27.33
2015,3,19,9,94.29,8.59,27.94,0,30.98
2015,3,19,10,94.23,7.73,25,0,33.24
2015,3,19,11,94.14,6.41,22.62,0,34.97
2015,3,19,12,94.02,4.9,21,0,36.08
2015,3,19,13,93.91,3.44,20,0,36.62
2015,3,19,14,93.82,2.26,19.31,0,36.69
2015,3,19,15,93.78,1.34,19.31,0,36.23
2015,3,19,16,93.79,0.53,20.31,0,35.19
2015,3,19,17,93.84,1.72,31.88,0,32.29
2015,3,19,18,93.91,3.36,42.31,0,28.84
2015,3,19,19,94.01,3.68,44.25,0,27.71
2015,3,19,20,94.1,3.45,49,0,26.39
2015,3,19,21,94.16,3.31,53.38,0,25.01
2015,3,19,22,94.16,3.26,55.38,0,23.92
2015,3,19,23,94.12,3.22,55.88,0,23.21
2015,3,20,0,94.06,3.49,57.44,0,22.43
2015,3,20,1,94.01,4.31,60.12,0,21.44
2015,3,20,2,93.98,5.39,61.31,0,20.76
2015,3,20,3,93.98,6.3,61.31,0,20.48
2015,3,20,4,94.02,6.96,61.56,0,20.22
2015,3,20,5,94.1,7.44,61.81,0,19.96
2015,3,20,6,94.2,7.54,57.31,0,20.87
2015,3,20,7,94.3,7.03,46.88,0,23.67
2015,3,20,8,94.37,7.88,32.94,0,28.07
2015,3,20,9,94.39,8.13,25.69,0,31.55
2015,3,20,10,94.33,7.07,23.56,0,33.83
2015,3,20,11,94.24,5.52,21.69,0,35.52
2015,3,20,12,94.12,3.97,20.44,0,36.51
2015,3,20,13,94.01,2.55,19.62,0,36.95
2015,3,20,14,93.92,1.42,19.25,0,36.86
2015,3,20,15,93.87,0.48,19.5,0,36.3
2015,3,20,16,93.87,0.73,20.75,0,35.23
2015,3,20,17,93.92,2.48,32.06,0,32.29
2015,3,20,18,94.01,4.04,40.25,0,29.15
2015,3,20,19,94.12,4.3,42.88,0,28.14
2015,3,20,20,94.23,3.8,48.62,0,26.93
2015,3,20,21,94.29,3.16,53.88,0,25.87
2015,3,20,22,94.3,2.67,56.94,0,25.08
2015,3,20,23,94.26,2.36,57.25,0,24.55
2015,3,21,0,94.22,2.27,56.5,0,24.13
2015,3,21,1,94.17,2.4,55.81,0,23.52
2015,3,21,2,94.14,2.82,57.06,0,22.62
2015,3,21,3,94.13,3.35,59.81,0,21.65
2015,3,21,4,94.16,3.91,61.5,0,20.91
2015,3,21,5,94.23,4.56,62.12,0,20.39
2015,3,21,6,94.31,5.17,58.56,0,21.16
2015,3,21,7,94.38,4.62,45.19,0,24.52
2015,3,21,8,94.44,4.79,30.94,0,29.35
2015,3,21,9,94.45,4.54,23.81,0,32.91
2015,3,21,10,94.4,3.8,21.38,0,34.9
2015,3,21,11,94.31,2.98,20.12,0,36.14
2015,3,21,12,94.19,2.04,19.25,0,36.91
2015,3,21,13,94.07,0.99,18.69,0,37.28
2015,3,21,14,93.98,0.12,18.62,0,37.22
2015,3,21,15,93.94,0.85,19.25,0,36.58
2015,3,21,16,93.96,2.06,21.44,0,35.15
2015,3,21,17,94.02,4.02,31.19,0,32.29
2015,3,21,18,94.13,5.2,37.75,0,29.7
2015,3,21,19,94.24,5.17,44.31,0,28.18
2015,3,21,20,94.33,4.75,51.56,0,26.71
2015,3,21,21,94.36,4.21,59.75,0,25.31
2015,3,21,22,94.34,3.7,65.19,0,24.34
2015,3,21,23,94.3,3.28,69.31,0,23.23
2015,3,22,0,94.22,3.02,70.56,0,22.4
2015,3,22,1,94.16,3.01,68.94,0,22.05
2015,3,22,2,94.11,3.23,66.19,0,21.88
2015,3,22,3,94.1,3.48,63.81,0,21.69
2015,3,22,4,94.13,3.72,62.19,0,21.48
2015,3,22,5,94.2,3.89,61.12,0,21.24
2015,3,22,6,94.3,4.08,58.31,0,22.07
2015,3,22,7,94.38,3.74,43,0,25.61
2015,3,22,8,94.44,4,28.38,0,30.27
2015,3,22,9,94.42,3.95,22.19,0,33.63
2015,3,22,10,94.37,3.6,20.12,0,35.51
2015,3,22,11,94.28,3.14,18.94,0,36.78
2015,3,22,12,94.15,2.54,18.19,0,37.55
2015,3,22,13,94.03,1.97,17.81,0,37.95
2015,3,22,14,93.94,1.47,17.75,0,37.83
2015,3,22,15,93.9,1.19,18.19,0,37.26
2015,3,22,16,93.91,1.8,19.56,0,36.08
2015,3,22,17,93.96,3.77,28.19,0,33.25
2015,3,22,18,94.04,5.55,34.44,0,30.51
2015,3,22,19,94.13,5.6,39.81,0,28.88
2015,3,22,20,94.19,4.91,46.94,0,27.08
2015,3,22,21,94.21,4.45,52.69,0,25.49
2015,3,22,22,94.2,4.38,54.38,0,24.48
2015,3,22,23,94.15,4.48,52.69,0,24.08
2015,3,23,0,94.08,4.68,49.94,0,23.89
2015,3,23,1,94.02,4.85,47.56,0,23.63
2015,3,23,2,93.97,4.96,45.88,0,23.44
2015,3,23,3,93.95,5.1,44.62,0,23.26
2015,3,23,4,93.99,5.09,44.06,0,23.07
2015,3,23,5,94.05,4.86,44.38,0,22.81
2015,3,23,6,94.13,4.56,44,0,23.26
2015,3,23,7,94.2,3.84,34.06,0,25.96
2015,3,23,8,94.26,3.74,25.44,0,28.76
2015,3,23,9,94.26,4.05,21.12,0,31.87
2015,3,23,10,94.21,3.62,20.19,0,33.79
2015,3,23,11,94.13,3.12,19.81,0,35.19
2015,3,23,12,94.01,2.65,19.62,0,36.12
2015,3,23,13,93.88,2.17,19.81,0,36.44
2015,3,23,14,93.79,1.59,20.06,0,36.33
2015,3,23,15,93.75,0.89,20.44,0,35.94
2015,3,23,16,93.76,1,21.44,0,35.12
2015,3,23,17,93.82,2.99,29.94,0,32.54
2015,3,23,18,93.93,4.86,35.94,0,29.75
2015,3,23,19,94.05,5.24,41.38,0,28.06
2015,3,23,20,94.16,5.12,49.94,0,26.01
2015,3,23,21,94.21,4.73,57.19,0,24.58
2015,3,23,22,94.19,4.2,60.69,0,23.59
2015,3,23,23,94.13,3.84,60.31,0,22.9
2015,3,24,0,94.06,3.77,57.56,0,22.64
2015,3,24,1,93.98,3.86,55,0,22.41
2015,3,24,2,93.94,4.06,53.44,0,22.09
2015,3,24,3,93.94,4.23,52.69,0,21.7
2015,3,24,4,93.99,4.27,52.31,0,21.33
2015,3,24,5,94.05,4.18,51.88,0,21.07
2015,3,24,6,94.12,3.93,50.38,0,21.98
2015,3,24,7,94.18,3.31,35.56,0,26.19
2015,3,24,8,94.21,3.56,24.94,0,30.42
2015,3,24,9,94.2,3.2,19.88,0,33.71
2015,3,24,10,94.15,2.85,17.94,0,35.78
2015,3,24,11,94.05,2.7,16.62,0,37.29
2015,3,24,12,93.92,2.66,15.75,0,38.26
2015,3,24,13,93.79,2.69,15.19,0,38.75
2015,3,24,14,93.68,2.64,14.94,0,38.75
2015,3,24,15,93.63,2.51,15.12,0,38.23
2015,3,24,16,93.64,2.43,16,0,37.15
2015,3,24,17,93.69,2.59,24.88,0,34.25
2015,3,24,18,93.76,3.71,33.88,0,29.9
2015,3,24,19,93.86,4.38,36.38,0,28.33
2015,3,24,20,93.95,4.75,39.62,0,27.05
2015,3,24,21,93.98,4.94,42,0,26.06
2015,3,24,22,93.97,4.98,43.31,0,25.3
2015,3,24,23,93.94,4.98,44.06,0,24.68
2015,3,25,0,93.9,4.98,44.75,0,24.06
2015,3,25,1,93.86,5.05,45.5,0,23.43
2015,3,25,2,93.83,5.31,46.31,0,22.74
2015,3,25,3,93.83,5.84,47.12,0,22
2015,3,25,4,93.87,6.52,47.5,0,21.49
2015,3,25,5,93.94,7.4,47.44,0,21.19
2015,3,25,6,94.02,8,43.25,0,22.43
2015,3,25,7,94.11,7.17,35,0,25.66
2015,3,25,8,94.17,7.7,24.5,0,30.76
2015,3,25,9,94.19,7.67,18.38,0,34.74
2015,3,25,10,94.17,6.87,16.31,0,36.74
2015,3,25,11,94.09,6.22,15.44,0,37.93
2015,3,25,12,93.98,5.73,14.94,0,38.62
2015,3,25,13,93.86,5.43,14.75,0,38.9
2015,3,25,14,93.76,5,14.81,0,38.76
2015,3,25,15,93.72,4.49,15.19,0,38.14
2015,3,25,16,93.74,4.02,16.12,0,36.97
2015,3,25,17,93.8,3.09,25.69,0,34.08
2015,3,25,18,93.9,2.51,33.12,0,30.62
2015,3,25,19,94.01,3.87,37.25,0,28.88
2015,3,25,20,94.13,4.91,43.06,0,27.91
2015,3,25,21,94.19,5.11,52.69,0,26.48
2015,3,25,22,94.19,4.72,62.19,0,25.17
2015,3,25,23,94.16,3.93,67.56,0,24.28
2015,3,26,0,94.11,3.05,68.19,0,23.76
2015,3,26,1,94.05,2.41,64.69,0,23.79
2015,3,26,2,94.01,1.92,59.81,0,24.12
2015,3,26,3,94,1.58,56.06,0,24.37
2015,3,26,4,94.02,1.5,52.75,0,24.4
2015,3,26,5,94.08,1.48,49.69,0,24.59
2015,3,26,6,94.17,1.46,48.31,0,25.05
2015,3,26,7,94.27,1.33,40.75,0,26.72
2015,3,26,8,94.34,1.74,28.81,0,30.09
2015,3,26,9,94.36,2.72,22,0,33.24
2015,3,26,10,94.3,3.54,19.38,0,35.6
2015,3,26,11,94.2,3.97,18.19,0,37.08
2015,3,26,12,94.06,3.81,17.81,0,37.96
2015,3,26,13,93.95,3.24,17.69,0,38.36
2015,3,26,14,93.86,2.59,17.88,0,38.21
2015,3,26,15,93.83,1.86,18.19,0,37.61
2015,3,26,16,93.85,0.86,19.19,0,36.52
2015,3,26,17,93.93,1.44,26.25,0,34.13
2015,3,26,18,94.06,4.09,33.94,0,31.12
2015,3,26,19,94.19,4.79,39.06,0,30.08
2015,3,26,20,94.3,4.64,48.38,0,28.26
2015,3,26,21,94.33,4.43,58,0,26.74
2015,3,26,22,94.33,4,65.5,0,25.67
2015,3,26,23,94.3,3.38,71.81,0,24.79
2015,3,27,0,94.25,2.68,76.25,0,24.2
2015,3,27,1,94.21,2.24,78.31,0,23.77
2015,3,27,2,94.18,2.02,79.06,0,23.44
2015,3,27,3,94.17,1.82,78.44,0,23.11
2015,3,27,4,94.19,2.19,78.25,0,22.49
2015,3,27,5,94.23,3.21,77.31,0,21.9
2015,3,27,6,94.27,4.33,69.56,0,22.85
2015,3,27,7,94.33,4.53,55.06,0,25.57
2015,3,27,8,94.38,5.23,35.88,0,29.66
2015,3,27,9,94.38,4.99,26.81,0,32.72
2015,3,27,10,94.33,4.51,21.88,0,35.07
2015,3,27,11,94.24,4.12,19,0,36.73
2015,3,27,12,94.12,3.79,17.88,0,37.58
2015,3,27,13,94.01,3.37,17.25,0,38.08
2015,3,27,14,93.93,2.85,17.12,0,38.06
2015,3,27,15,93.89,2.21,17.5,0,37.45
2015,3,27,16,93.89,1.61,18.56,0,36.29
2015,3,27,17,93.92,1.27,25.62,0,33.94
2015,3,27,18,94.01,3.5,33.62,0,30.66
2015,3,27,19,94.13,4.56,36.81,0.01,29.72
2015,3,27,20,94.23,4.42,43.62,0,28.32
2015,3,27,21,94.27,4.2,52.62,0,26.61
2015,3,27,22,94.27,3.91,61.19,0,25.32
2015,3,27,23,94.23,3.45,69.06,0,24.21
2015,3,28,0,94.17,2.79,74.94,0,23.33
2015,3,28,1,94.09,2.05,77.88,0,22.72
2015,3,28,2,94.04,1.59,78.06,0,22.39
2015,3,28,3,94.03,1.29,77.75,0,22.13
2015,3,28,4,94.05,0.96,76.62,0,22.06
2015,3,28,5,94.11,1.01,76.44,0,21.83
2015,3,28,6,94.16,1.68,72.44,0,22.48
2015,3,28,7,94.24,1.8,58.75,0,25.4
2015,3,28,8,94.3,1.76,37.81,0,30.23
2015,3,28,9,94.31,1.52,28.75,0,33.26
2015,3,28,10,94.25,1.7,23.94,0,35.33
2015,3,28,11,94.14,1.8,21.12,0,36.74
2015,3,28,12,94.01,1.91,19.44,0,37.66
2015,3,28,13,93.86,2.09,18.56,0,38.06
2015,3,28,14,93.74,1.96,18.38,0.01,37.75
2015,3,28,15,93.69,1.44,18.69,0.01,37.12
2015,3,28,16,93.69,1.86,20.38,0.01,35.74
2015,3,28,17,93.76,4.05,25,0.01,33.68
2015,3,28,18,93.88,5.91,33.5,0.02,31.2
2015,3,28,19,94.02,6.45,44,0.03,28.74
2015,3,28,20,94.11,6.03,54,0.02,26.76
2015,3,28,21,94.15,4.59,61.69,0.01,25.46
2015,3,28,22,94.12,3.22,66.75,0,24.56
2015,3,28,23,94.07,2.4,70.44,0,23.88
2015,3,29,0,93.99,2.15,72.25,0.01,23.25
2015,3,29,1,93.9,2.26,72.06,0.02,22.9
2015,3,29,2,93.85,2.49,71.19,0.04,22.85
