YEAR,MO,DY,HR,T2M,WS50M,WD50M,QV2M,PRECTOTCORR
2016,9,4,9,27.34,6.19,247.84,17.88,0.01
2016,9,4,10,27.9,6.19,247.35,17.82,0.01
2016,9,4,11,28.2,6.1,247.24,17.88,0.01
2016,9,4,12,28.33,5.96,248.05,17.88,0.03
2016,9,4,13,28.23,5.82,249.91,17.82,0.03
2016,9,4,14,27.83,5.77,252.18,17.64,0.04
2016,9,4,15,27.37,5.73,255.07,17.52,0.05
2016,9,4,16,26.65,5.53,258.1,17.58,0.06
2016,9,4,17,25.77,5.07,261.32,17.82,0.04
2016,9,4,18,24.79,4.54,262.87,18.07,0.05
2016,9,4,19,24.45,4.11,260.7,17.94,0.05
2016,9,4,20,24.26,3.73,253.96,17.82,0.06
2016,9,4,21,23.98,3.92,247.88,17.58,0.07
2016,9,4,22,23.7,4.19,246.02,17.33,0.08
2016,9,4,23,23.41,4.18,244.78,17.09,0.08
2016,9,5,0,23.22,4.28,243.81,16.91,0.07
2016,9,5,1,23.15,4.45,243.21,16.91,0.06
2016,9,5,2,23.08,4.69,242.5,16.85,0.06
2016,9,5,3,23.05,4.88,241.84,16.85,0.05
2016,9,5,4,23.04,4.99,242.19,16.85,0.04
2016,9,5,5,23.08,5.04,244.35,16.85,0.04
2016,9,5,6,23.8,4.9,246.62,17.4,0.04
2016,9,5,7,25.12,4.75,249.21,17.88,0.04
2016,9,5,8,26.14,5.46,255.51,17.76,0.06
2016,9,5,9,27.07,5.79,258.57,17.64,0.06
2016,9,5,10,27.71,5.79,259.66,17.7,0.04
2016,9,5,11,28.08,5.75,260.61,17.76,0.04
2016,9,5,12,28.23,5.73,261.53,17.82,0.03
2016,9,5,13,28.33,5.73,261.93,17.82,0.03
2016,9,5,14,28.14,5.69,261.62,17.7,0.03
2016,9,5,15,27.71,5.6,260.93,17.46,0.03
2016,9,5,16,26.92,5.4,260.59,17.4,0.02
2016,9,5,17,25.83,4.94,259.9,17.64,0.04
2016,9,5,18,24.62,4.42,256.92,17.82,0.03
2016,9,5,19,24.11,4.07,250.94,17.58,0.03
2016,9,5,20,23.76,3.93,243.54,17.33,0.04
2016,9,5,21,23.47,4.03,236.77,17.09,0.04
2016,9,5,22,23.23,4.22,231.31,16.91,0.05
2016,9,5,23,23.06,4.48,228.75,16.78,0.05
2016,9,6,0,22.96,4.74,229.28,16.72,0.06
2016,9,6,1,22.85,4.92,231.13,16.72,0.07
2016,9,6,2,22.85,4.84,233,16.72,0.07
2016,9,6,3,22.82,4.55,234.07,16.78,0.06
2016,9,6,4,22.79,4.5,236.75,16.72,0.05
2016,9,6,5,22.82,4.5,238.76,16.72,0.06
2016,9,6,6,23.76,4.5,240.23,17.4,0.08
2016,9,6,7,25.31,4.45,244.2,17.82,0.09
2016,9,6,8,26.43,5.03,251.23,17.76,0.09
2016,9,6,9,27.33,5.48,254.72,17.76,0.07
2016,9,6,10,27.94,5.72,257.14,18.01,0.07
2016,9,6,11,28.14,5.86,259.32,18.07,0.07
2016,9,6,12,28.26,5.92,261.05,18.13,0.06
2016,9,6,13,28.25,5.84,262.62,18.07,0.06
2016,9,6,14,28.02,5.82,264.3,17.94,0.05
2016,9,6,15,27.55,5.79,265.2,17.82,0.05
2016,9,6,16,26.84,5.6,265.92,17.7,0.05
2016,9,6,17,25.74,5.2,266.47,17.88,0.06
2016,9,6,18,24.68,4.84,265,18.01,0.05
2016,9,6,19,24.28,4.63,262.24,17.88,0.05
2016,9,6,20,24,4.44,257.6,17.76,0.08
2016,9,6,21,23.73,4.29,251.86,17.58,0.09
2016,9,6,22,23.5,4.3,247.21,17.4,0.1
2016,9,6,23,23.23,4.39,244.8,17.15,0.12
2016,9,7,0,22.97,4.43,243.53,16.97,0.12
2016,9,7,1,22.8,4.48,243.03,16.91,0.12
2016,9,7,2,22.69,4.66,244.17,16.78,0.1
2016,9,7,3,22.65,4.65,244.86,16.72,0.09
2016,9,7,4,22.63,4.47,245.22,16.72,0.07
2016,9,7,5,22.6,4.27,244.65,16.66,0.06
2016,9,7,6,23.52,3.89,242.77,17.27,0.06
2016,9,7,7,25.01,4.06,246.15,17.7,0.06
2016,9,7,8,26.06,4.59,251.44,17.7,0.39
2016,9,7,9,27.07,5.03,253.85,18.01,0.34
2016,9,7,10,27.77,5.57,255.46,18.07,0.19
2016,9,7,11,28.19,5.93,256.59,18.07,0.17
2016,9,7,12,28.39,6.05,258.15,18.01,0.16
2016,9,7,13,28.35,6.07,259.99,17.82,0.17
2016,9,7,14,28.08,6.09,262.63,17.7,0.14
2016,9,7,15,27.64,5.95,265.86,17.58,0.11
2016,9,7,16,26.94,5.57,268.15,17.52,0.07
2016,9,7,17,25.83,5.07,270.09,17.7,0.16
2016,9,7,18,24.59,4.7,271.43,17.76,0.1
2016,9,7,19,24.24,4.25,270.21,17.64,0.09
2016,9,7,20,24,3.63,262.83,17.52,0.09
2016,9,7,21,23.77,3.27,250.05,17.4,0.1
2016,9,7,22,23.51,3.34,239.54,17.27,0.13
2016,9,7,23,23.28,3.55,233.51,17.15,0.14
2016,9,8,0,23.05,3.66,230.29,17.03,0.15
2016,9,8,1,22.87,3.65,228.12,16.91,0.18
2016,9,8,2,22.76,3.74,229.49,16.85,0.19
2016,9,8,3,22.67,3.86,232.64,16.78,0.21
2016,9,8,4,22.61,3.93,235.2,16.72,0.23
2016,9,8,5,22.56,3.94,236.56,16.66,0.27
2016,9,8,6,23.36,3.78,236.21,17.15,0.3
2016,9,8,7,24.61,3.77,239.5,17.52,0.37
2016,9,8,8,25.72,3.8,245.44,17.7,0.07
2016,9,8,9,26.74,3.78,250.55,17.94,0.06
2016,9,8,10,27.66,3.94,254.94,18.13,0.05
2016,9,8,11,28.26,4.23,258.5,18.13,0.05
2016,9,8,12,28.54,4.56,261.23,18.19,0.04
2016,9,8,13,28.53,4.76,264.25,18.13,0.04
2016,9,8,14,28.31,4.81,268.33,18.07,0.03
2016,9,8,15,27.85,4.72,272.75,17.94,0.02
2016,9,8,16,27.17,4.51,276.26,17.7,0.02
2016,9,8,17,26.12,4.23,277.97,17.88,0.01
2016,9,8,18,24.64,4.01,278.53,17.94,0.01
2016,9,8,19,24.18,3.72,279.42,17.76,0.01
2016,9,8,20,23.98,3.38,277.96,17.64,0.01
2016,9,8,21,23.76,3.11,273.89,17.46,0.01
2016,9,8,22,23.53,2.91,269.38,17.27,0.01
2016,9,8,23,23.28,2.78,265.16,17.15,0.01
2016,9,9,0,23.12,2.64,261.65,17.03,0.01
2016,9,9,1,22.93,2.58,255.96,16.91,0.02
2016,9,9,2,22.76,2.56,249.24,16.78,0.02
2016,9,9,3,22.68,2.51,242.72,16.72,0.02
2016,9,9,4,22.64,2.44,237.28,16.6,0.03
2016,9,9,5,22.61,2.4,233.62,16.54,0.03
2016,9,9,6,23.42,2.42,233.28,17.21,0.03
2016,9,9,7,24.94,2.53,246.29,17.58,0.04
2016,9,9,8,26.13,2.89,259.39,17.76,0.38
2016,9,9,9,27.07,3.2,267.2,18.01,0.31
2016,9,9,10,27.83,3.44,271.56,18.19,0.26
2016,9,9,11,28.33,3.72,274.58,18.31,0.32
2016,9,9,12,28.58,4,277.64,18.31,0.37
2016,9,9,13,28.61,4.23,280.42,18.31,0.39
2016,9,9,14,28.34,4.44,283.55,18.13,0.36
2016,9,9,15,27.9,4.54,286.5,18.01,0.26
2016,9,9,16,27.25,4.47,289.07,17.88,0.15
2016,9,9,17,26.22,4.24,290.14,18.07,0.18
2016,9,9,18,25.01,3.97,291.26,18.25,0.06
2016,9,9,19,24.56,3.54,293.12,18.13,0.02
2016,9,9,20,24.36,2.93,291.09,18.01,0.02
2016,9,9,21,24.19,2.46,285.1,17.82,0.05
2016,9,9,22,23.96,2.3,277.41,17.64,0.09
2016,9,9,23,23.69,2.38,270.19,17.46,0.11
2016,9,10,0,23.44,2.47,266.38,17.33,0.15
2016,9,10,1,23.25,2.46,262.87,17.27,0.18
2016,9,10,2,23.15,2.32,258.92,17.15,0.19
2016,9,10,3,23.14,2.13,255.1,17.03,0.14
2016,9,10,4,23.13,2.03,254.84,16.91,0.17
2016,9,10,5,23.11,2.02,257.69,16.91,0.21
2016,9,10,6,23.75,1.79,257.42,17.52,0.21
2016,9,10,7,25.07,1.9,261,17.7,0.31
2016,9,10,8,25.97,2.24,264.99,17.76,0.34
2016,9,10,9,26.8,2.6,266.38,17.94,0.31
2016,9,10,10,27.46,2.84,267.48,18.19,0.23
2016,9,10,11,28.01,3.13,269.28,18.25,0.16
2016,9,10,12,28.26,3.49,271.8,18.25,0.11
2016,9,10,13,28.25,3.79,274.02,18.25,0.12
2016,9,10,14,28.08,4.08,277.37,18.19,0.08
2016,9,10,15,27.77,4.2,280.6,18.07,0.04
2016,9,10,16,27.19,4.14,281.88,17.94,0.06
2016,9,10,17,26.23,4.07,280.29,18.13,0.07
2016,9,10,18,25.1,3.83,277.62,18.37,0.06
2016,9,10,19,24.8,3.42,274.06,18.37,0.06
2016,9,10,20,24.6,3.03,267.79,18.25,0.1
2016,9,10,21,24.41,2.9,262.87,18.13,0.22
2016,9,10,22,24.23,2.79,261.96,18.07,0.31
2016,9,10,23,24.06,2.74,261.15,17.94,0.34
2016,9,11,0,23.87,3.01,262.08,17.82,0.37
2016,9,11,1,23.65,3.2,266.08,17.7,0.49
2016,9,11,2,23.54,3,272.98,17.64,0.56
2016,9,11,3,23.45,2.79,278.06,17.52,0.51
2016,9,11,4,23.39,2.5,279.7,17.46,0.43
2016,9,11,5,23.39,2.24,280.64,17.4,0.4
2016,9,11,6,23.98,2.21,280.59,17.88,0.36
2016,9,11,7,25.16,2.49,286.04,18.01,0.7
2016,9,11,8,26.14,2.53,287.82,18.07,0.13
2016,9,11,9,27.12,2.74,284.87,18.19,0.12
2016,9,11,10,27.88,3.14,281.06,18.31,0.12
2016,9,11,11,28.43,3.58,279.42,18.43,0.18
2016,9,11,12,28.62,3.92,279.74,18.37,0.22
2016,9,11,13,28.52,4.29,281.02,18.31,0.24
2016,9,11,14,28.23,4.6,282.15,18.19,0.18
2016,9,11,15,27.86,4.66,282.29,18.01,0.1
2016,9,11,16,27.26,4.53,280.83,17.88,0.05
2016,9,11,17,26.29,4.31,277.7,18.13,0.05
2016,9,11,18,25.05,4.11,274.57,18.37,0.04
2016,9,11,19,24.67,3.73,270.84,18.25,0.03
2016,9,11,20,24.46,3.17,263.49,18.13,0.03
2016,9,11,21,24.23,2.91,257.27,18.01,0.05
2016,9,11,22,23.98,2.95,252.91,17.82,0.07
2016,9,11,23,23.69,2.97,248.09,17.58,0.09
2016,9,12,0,23.41,2.99,246.25,17.4,0.11
2016,9,12,1,23.18,3.02,247.15,17.21,0.13
2016,9,12,2,23.03,2.85,249.83,17.03,0.12
2016,9,12,3,23.03,2.53,253.86,17.03,0.1
2016,9,12,4,23.12,2.15,255.06,16.97,0.09
2016,9,12,5,23.27,1.72,252.3,16.91,0.08
2016,9,12,6,23.99,1.29,245.3,17.4,0.06
2016,9,12,7,25.28,1.14,251.57,17.58,0.11
2016,9,12,8,26.37,1.1,257.65,17.64,0.02
2016,9,12,9,27.51,1.31,255.8,17.76,0.03
2016,9,12,10,28.46,1.75,253.42,17.94,0.03
2016,9,12,11,29.1,2.34,253.92,18.19,0.04
2016,9,12,12,29.4,2.92,255.59,18.37,0.04
2016,9,12,13,29.41,3.42,257.58,18.31,0.04
2016,9,12,14,29.12,3.79,260.52,18.25,0.03
2016,9,12,15,28.65,3.96,263.77,18.13,0.01
2016,9,12,16,27.91,3.92,265.78,18.07,0.01
2016,9,12,17,26.87,3.82,266.83,18.31,0.01
2016,9,12,18,25.58,3.59,265.13,18.74,0.01
2016,9,12,19,25.22,3.09,261.85,18.68,0
2016,9,12,20,25.02,2.49,256.92,18.43,0
2016,9,12,21,24.85,2.11,251.7,18.13,0
2016,9,12,22,24.65,1.94,248.8,17.94,0
2016,9,12,23,24.44,1.83,246.83,17.7,0
2016,9,13,0,24.23,1.72,243.55,17.58,0.01
2016,9,13,1,24.05,1.65,242.71,17.52,0.02
2016,9,13,2,23.87,1.73,245.17,17.46,0.02
2016,9,13,3,23.75,1.82,249.07,17.46,0.02
2016,9,13,4,23.87,1.42,251.67,17.46,0.02
2016,9,13,5,24.33,0.52,249.94,17.33,0.02
2016,9,13,6,24.71,0.26,100.3,17.64,0.01
2016,9,13,7,25.52,0.34,101.82,18.07,0.01
2016,9,13,8,26.72,0.19,58.24,17.46,0.05
2016,9,13,9,27.92,0.42,353.66,17.4,0.06
2016,9,13,10,29.08,0.76,317.92,17.33,0.09
2016,9,13,11,29.79,1.25,292.07,17.52,0.17
2016,9,13,12,30.17,1.87,284.04,17.82,0.18
2016,9,13,13,30.28,2.42,283.23,18.07,0.26
2016,9,13,14,30.08,2.93,283.11,18.13,0.12
2016,9,13,15,29.55,3.26,282.87,18.13,0.06
2016,9,13,16,28.79,3.56,282.17,18.37,0.05
2016,9,13,17,27.65,3.82,282.64,18.68,0.01
2016,9,13,18,26.13,4.03,281.96,19.1,0.01
2016,9,13,19,25.54,3.88,282.33,18.92,0.01
2016,9,13,20,25.23,3.42,281.85,18.74,0.02
2016,9,13,21,24.94,3.03,279.8,18.55,0.04
2016,9,13,22,24.7,2.67,276.9,18.31,0.07
2016,9,13,23,24.58,2.29,273.9,18.13,0.07
2016,9,14,0,24.53,1.88,271.19,18.01,0.08
2016,9,14,1,24.51,1.5,273.58,17.94,0.1
2016,9,14,2,24.41,1.36,286.67,17.88,0.15
2016,9,14,3,24.3,1.35,299.83,17.76,0.18
2016,9,14,4,24.15,1.39,306.1,17.7,0.18
2016,9,14,5,24.02,1.54,310.89,17.64,0.16
2016,9,14,6,24.19,1.65,318.84,18.01,0.36
2016,9,14,7,25.44,1.89,322.37,18.55,0.73
2016,9,14,8,26.51,1.95,325.61,18.01,0.11
2016,9,14,9,27.78,1.99,318.67,18.07,0.15
2016,9,14,10,28.79,2.12,306.74,18.25,0.09
2016,9,14,11,29.43,2.25,298.17,18.37,0.06
2016,9,14,12,29.73,2.45,293.46,18.43,0.06
2016,9,14,13,29.73,2.69,290.38,18.37,0.09
2016,9,14,14,29.4,3.22,289.09,18.37,0.12
2016,9,14,15,28.86,3.96,288.04,18.43,0.17
2016,9,14,16,28.01,4.46,286.5,18.74,0.24
2016,9,14,17,27,4.55,285.04,18.92,0.38
2016,9,14,18,25.82,4.45,282.67,19.17,0.67
2016,9,14,19,25.45,4.32,281.9,19.04,0.88
2016,9,14,20,25.23,3.98,283.49,18.98,1.03
2016,9,14,21,25.05,3.68,286.13,18.86,1.03
2016,9,14,22,24.89,3.56,287.76,18.8,1.11
2016,9,14,23,24.74,3.63,288.82,18.68,1
2016,9,15,0,24.56,3.74,289.53,18.55,0.78
2016,9,15,1,24.41,3.84,288.51,18.49,0.64
2016,9,15,2,24.31,3.78,285.33,18.37,0.55
2016,9,15,3,24.2,3.68,281.52,18.31,0.49
2016,9,15,4,24.12,3.55,277.59,18.25,0.34
2016,9,15,5,24.04,3.53,274.06,18.25,0.29
2016,9,15,6,24.55,3.7,273.51,18.68,0.27
2016,9,15,7,25.61,3.69,276.33,19.1,0.42
2016,9,15,8,26.34,3.59,281.8,19.1,1.09
2016,9,15,9,26.94,3.5,286.98,19.1,1.48
2016,9,15,10,27.4,3.84,288.99,19.29,2.03
2016,9,15,11,27.99,4.24,290.27,19.53,2.46
2016,9,15,12,28.42,4.65,290.87,19.59,2.47
2016,9,15,13,28.51,5.27,289.56,19.59,2.71
2016,9,15,14,28.05,5.97,287.6,19.65,3.19
2016,9,15,15,26.96,6.4,286.31,19.71,3.13
2016,9,15,16,26.23,6.25,285.81,19.84,2.3
2016,9,15,17,25.83,6,285.25,19.84,1.67
2016,9,15,18,25.5,5.99,284.96,19.71,1.2
2016,9,15,19,25.38,5.85,284.22,19.65,0.87
2016,9,15,20,25.3,5.74,283.77,19.59,0.77
2016,9,15,21,25.22,5.65,282.86,19.53,0.8
2016,9,15,22,25.16,5.48,282.19,19.47,0.75
2016,9,15,23,25.14,5.39,282.22,19.47,0.82
2016,9,16,0,25.11,5.29,281.92,19.47,0.82
2016,9,16,1,25.11,5.32,281,19.47,1.11
2016,9,16,2,25.08,5.3,280.53,19.47,1.17
2016,9,16,3,25.03,5.28,281.78,19.41,1.49
2016,9,16,4,25.01,5.36,284.52,19.41,1.54
2016,9,16,5,24.98,5.4,287.33,19.41,1.74
2016,9,16,6,25.19,5.3,290.01,19.59,2.43
2016,9,16,7,25.88,4.97,293.26,20.14,2.95
2016,9,16,8,26.4,4.93,295.51,20.45,0.61
2016,9,16,9,26.84,5.42,298.49,20.32,0.85
2016,9,16,10,27.13,5.74,298.97,20.26,1.27
2016,9,16,11,27.28,6.17,297.7,20.32,1.63
2016,9,16,12,27.23,6.71,295.91,20.32,2.03
2016,9,16,13,27.01,7.21,294.45,20.39,2.27
2016,9,16,14,26.76,7.45,292.91,20.39,2.27
2016,9,16,15,26.51,7.36,290.95,20.39,2.31
2016,9,16,16,26.25,7.07,289.84,20.45,2.5
2016,9,16,17,25.91,7.26,289.88,20.2,2.95
2016,9,16,18,25.61,7.6,290.65,19.96,3.61
2016,9,16,19,25.51,7.69,292.08,19.84,4.43
2016,9,16,20,25.51,7.93,293.56,19.84,5.14
2016,9,16,21,25.52,7.54,292.21,19.84,5.4
2016,9,16,22,25.56,7.46,288.49,19.9,5.14
2016,9,16,23,25.58,7.77,289.13,20.02,4.83
2016,9,17,0,25.65,8,289.97,20.08,4.65
2016,9,17,1,25.7,7.89,286.16,20.2,4.53
2016,9,17,2,25.73,7.85,283.47,20.26,4.46
2016,9,17,3,25.65,7.49,280.89,20.2,4.49
2016,9,17,4,25.58,7.03,279.86,20.14,4.69
2016,9,17,5,25.55,6.66,281.23,20.14,4.9
2016,9,17,6,25.59,6.3,284.66,20.14,5.1
2016,9,17,7,25.79,5.67,279.59,20.32,5.06
2016,9,17,8,26.09,5.22,269.4,20.51,7.75
2016,9,17,9,26.43,5.24,264.87,20.57,6.59
2016,9,17,10,26.58,5.58,262.92,20.51,5.34
2016,9,17,11,26.67,5.69,261.79,20.51,4.54
2016,9,17,12,26.7,5.93,263.19,20.45,4.27
2016,9,17,13,26.7,6.14,265.7,20.39,4.43
2016,9,17,14,26.58,6.17,268.98,20.39,4.76
2016,9,17,15,26.38,5.93,272.12,20.39,5.12
2016,9,17,16,26.18,5.64,271.91,20.45,5.41
2016,9,17,17,25.91,5.67,270.63,20.32,5.52
2016,9,17,18,25.66,5.8,272.32,20.14,5.28
2016,9,17,19,25.57,5.68,275.37,20.02,4.67
2016,9,17,20,25.47,5.3,277.11,19.9,3.54
2016,9,17,21,25.4,5.02,275.36,19.9,2.45
2016,9,17,22,25.37,4.97,275.23,19.9,1.91
2016,9,17,23,25.37,4.96,277.52,19.9,1.5
2016,9,18,0,25.4,5,282.17,19.96,0.99
2016,9,18,1,25.43,5.54,287.31,19.96,0.85
2016,9,18,2,25.48,6.35,289.62,19.96,0.72
2016,9,18,3,25.49,6.99,290.34,19.96,0.64
2016,9,18,4,25.46,7.67,291.44,19.84,0.48
2016,9,18,5,25.39,8.1,294.81,19.71,0.61
2016,9,18,6,25.35,8.29,299.3,19.59,0.61
2016,9,18,7,25.48,8.14,301.94,19.65,0.62
2016,9,18,8,25.77,8.37,302.31,19.84,1.49
2016,9,18,9,26.08,8.4,298.45,19.96,2.07
2016,9,18,10,26.41,8.18,294.8,19.84,2.53
2016,9,18,11,26.64,7.85,289.61,19.71,2.57
2016,9,18,12,26.87,7.88,284.88,19.71,2.34
2016,9,18,13,27.07,8.02,280.73,19.71,1.96
2016,9,18,14,26.97,7.9,279.4,19.71,1.64
2016,9,18,15,26.73,7.43,279.19,19.78,1.44
2016,9,18,16,26.33,6.75,277.38,19.78,1.39
2016,9,18,17,25.84,6.33,272.62,19.78,1.28
2016,9,18,18,25.34,6.46,268.13,19.47,1.08
2016,9,18,19,25.17,6.44,264.43,19.29,1.21
2016,9,18,20,25.05,6.23,257.1,19.17,1.21
2016,9,18,21,24.98,6.61,251.54,19.04,1.14
2016,9,18,22,24.87,7.01,251.63,18.92,1.15
2016,9,18,23,24.79,7.34,252.01,18.8,1.28
2016,9,19,0,24.71,7.47,248.99,18.74,1.21
2016,9,19,1,24.65,8.14,248.26,18.55,1.07
2016,9,19,2,24.53,8.05,247.82,18.31,0.9
2016,9,19,3,24.37,7.41,248.03,18.19,0.8
2016,9,19,4,24.24,6.9,246.95,18.07,0.78
2016,9,19,5,24.16,6.58,245.44,17.94,0.75
2016,9,19,6,24.4,6.21,244.66,18.13,0.79
2016,9,19,7,25.26,5.68,245.62,18.68,0.78
2016,9,19,8,25.94,6.52,250.89,18.98,1.25
2016,9,19,9,26.51,7.71,254.84,19.23,1.54
2016,9,19,10,27.04,8.55,258.67,19.41,1.33
2016,9,19,11,27.31,9.17,261.68,19.47,1.03
2016,9,19,12,27.4,9.61,264.59,19.41,0.84
2016,9,19,13,27.25,9.71,267.51,19.23,0.82
2016,9,19,14,26.96,9.31,270.67,19.04,0.61
2016,9,19,15,26.59,8.51,273.05,18.86,0.43
2016,9,19,16,26.13,7.15,274.45,18.86,0.24
2016,9,19,17,25.57,5.69,274.25,18.98,0.44
2016,9,19,18,24.82,5.28,271.78,18.68,0.27
2016,9,19,19,24.61,5.18,268.96,18.49,0.26
2016,9,19,20,24.52,5.21,266.04,18.37,0.26
2016,9,19,21,24.48,5.38,262.74,18.31,0.24
2016,9,19,22,24.41,5.76,260.24,18.25,0.28
2016,9,19,23,24.33,6.21,259.04,18.19,0.31
2016,9,20,0,24.29,6.51,259.15,18.19,0.34
2016,9,20,1,24.23,6.66,260,18.13,0.33
2016,9,20,2,24.19,6.54,261.35,18.13,0.36
2016,9,20,3,24.15,6.44,263.24,18.13,0.42
2016,9,20,4,24.12,6.17,264.84,18.13,0.56
2016,9,20,5,24.13,6.35,267.46,18.07,0.65
2016,9,20,6,24.54,6.5,270.55,18.37,0.76
2016,9,20,7,25.55,6.34,274.52,19.04,0.87
2016,9,20,8,26.4,7.36,278.55,19.29,1.06
2016,9,20,9,27.08,8.13,281.02,19.29,1.38
2016,9,20,10,27.4,8.62,281.45,19.41,1.56
2016,9,20,11,27.55,8.94,281.19,19.53,1.98
2016,9,20,12,27.59,9.19,282.07,19.47,2.28
2016,9,20,13,27.47,9.39,283.76,19.41,2.47
2016,9,20,14,27.12,9.48,285.48,19.23,2.13
2016,9,20,15,26.77,9.27,286.65,19.04,1.79
2016,9,20,16,26.29,8.18,286.76,19.1,1.94
2016,9,20,17,25.68,7.52,286.98,19.17,2.15
2016,9,20,18,25.08,7.55,288.7,18.86,2.42
2016,9,20,19,24.94,7.6,290.95,18.68,2.7
2016,9,20,20,24.85,7.54,292.61,18.62,2.87
2016,9,20,21,24.79,7.26,293.47,18.55,3.13
2016,9,20,22,24.71,6.87,294.82,18.55,3.5
2016,9,20,23,24.62,6.64,295.81,18.55,4.28
2016,9,21,0,24.53,6.49,294.78,18.55,5.55
2016,9,21,1,24.48,6.43,293.57,18.49,6.17
2016,9,21,2,24.42,6.32,294.25,18.49,6.89
2016,9,21,3,24.35,6.37,295.75,18.43,6.88
2016,9,21,4,24.33,6.26,298.96,18.37,6.18
2016,9,21,5,24.23,5.76,302.55,18.31,5.1
2016,9,21,6,24.48,5.2,308.54,18.55,4.48
2016,9,21,7,25.34,4.39,315.07,19.1,4.2
2016,9,21,8,25.96,4.63,318.83,19.41,2.46
2016,9,21,9,26.53,4.91,319.45,19.47,2.48
2016,9,21,10,26.97,5.12,318.21,19.53,2.27
2016,9,21,11,27.44,5.46,313.78,19.65,2.07
2016,9,21,12,27.65,6.06,308.82,19.84,2.1
2016,9,21,13,27.58,6.78,306.38,19.9,2.3
2016,9,21,14,27.1,7.38,303.61,19.78,2.42
2016,9,21,15,26.5,7.65,300.52,19.59,2.45
2016,9,21,16,26,7.25,298.25,19.53,2.22
2016,9,21,17,25.49,6.95,296.02,19.35,2.09
2016,9,21,18,25.05,6.78,294.35,19.04,2.03
2016,9,21,19,24.9,6.63,294.66,18.98,1.99
2016,9,21,20,24.9,6.52,296.69,18.98,2.36
2016,9,21,21,24.9,6.45,297.77,19.04,2.72
2016,9,21,22,24.93,6.8,296.92,19.1,3.3
2016,9,21,23,24.97,7.25,296.29,19.23,4.2
2016,9,22,0,25.05,7.53,297.5,19.35,5.21
2016,9,22,1,25.15,7.71,301.53,19.47,5.89
2016,9,22,2,25.21,7.79,305.94,19.59,6.08
2016,9,22,3,25.2,7.83,309.17,19.53,5.89
2016,9,22,4,25.12,7.63,311.47,19.47,5.23
2016,9,22,5,24.99,7.35,312.37,19.29,4.32
2016,9,22,6,24.92,7.22,311.75,19.17,3.34
2016,9,22,7,25.21,7.09,310.44,19.29,2.73
2016,9,22,8,25.63,7.12,314.69,19.41,1.83
2016,9,22,9,26.19,6.96,319.23,19.35,1.46
2016,9,22,10,26.71,6.56,322.35,19.41,1.39
2016,9,22,11,27.1,6.41,322.78,19.53,1.28
2016,9,22,12,27.38,6.51,319.82,19.65,1.1
2016,9,22,13,27.48,6.74,314.91,19.84,1.02
2016,9,22,14,27.3,7.07,310.25,19.9,1.02
2016,9,22,15,26.89,7.32,306.63,19.84,1.18
2016,9,22,16,26.28,6.99,304.35,19.84,1.26
2016,9,22,17,25.82,6.64,304.4,19.84,1.25
2016,9,22,18,25.38,6.57,306.24,19.53,1.16
2016,9,22,19,25.25,6.39,308.24,19.47,1.2
2016,9,22,20,25.18,6.31,308.81,19.41,1.4
2016,9,22,21,25.12,6.26,308.62,19.35,1.93
2016,9,22,22,25.07,6.4,308.56,19.35,2.52
2016,9,22,23,25.07,6.38,308.09,19.35,3.02
2016,9,23,0,25.06,6.33,306.12,19.41,3.48
2016,9,23,1,25.12,6.41,305.53,19.53,3.64
2016,9,23,2,25.13,6.49,307.12,19.53,3.34
2016,9,23,3,25.08,6.33,307.99,19.53,2.63
2016,9,23,4,24.97,5.98,310.28,19.41,1.92
2016,9,23,5,24.83,5.35,314.82,19.23,1.46
2016,9,23,6,24.9,4.97,320.3,19.29,1.05
2016,9,23,7,25.61,4.3,324.98,19.84,0.87
2016,9,23,8,26.19,4.3,331.02,20.14,2.01
2016,9,23,9,26.74,4.54,334.05,20.32,2
2016,9,23,10,27.24,4.69,335.18,20.39,1.83
2016,9,23,11,27.54,5.02,332.28,20.45,1.88
2016,9,23,12,27.54,5.51,325.86,20.63,1.76
2016,9,23,13,27.37,6.13,319.24,20.75,1.69
2016,9,23,14,27.08,6.64,312.95,20.75,1.46
2016,9,23,15,26.73,6.83,307.24,20.69,1.85
2016,9,23,16,26.36,6.58,303.18,20.63,1.85
2016,9,23,17,25.93,6.51,300.75,20.32,1.78
2016,9,23,18,25.55,6.62,300.65,19.9,1.38
2016,9,23,19,25.37,6.41,302.1,19.71,1.24
2016,9,23,20,25.22,5.89,301.22,19.65,1.31
2016,9,23,21,25.09,5.58,301.55,19.53,1.58
2016,9,23,22,25.05,5.66,301.34,19.47,2.09
2016,9,23,23,25.06,5.83,301.13,19.53,2.81
2016,9,24,0,25.15,6.2,302.55,19.65,3.67
2016,9,24,1,25.23,6.51,304,19.78,4.04
2016,9,24,2,25.26,6.77,304.99,19.78,4.45
2016,9,24,3,25.22,6.9,306.39,19.71,4.44
2016,9,24,4,25.14,6.86,308.11,19.59,4.56
2016,9,24,5,25.05,6.68,309.74,19.47,4.58
2016,9,24,6,25.09,6.32,311.99,19.53,4.52
2016,9,24,7,25.69,5.87,313.6,20.02,4.2
2016,9,24,8,26.28,6.13,314.79,20.32,1.06
2016,9,24,9,26.74,6.48,314.66,20.32,0.72
2016,9,24,10,27.14,6.69,313.58,20.39,0.37
